text,sentiment
nice going looking girl watch say,1
blink ticket sold minute,0
finish watering tree exteen,1
home alone bored wonderful friday night,0
go twilighttt,1
hear maybe meant slow,1
want dairy queen,0
hah yea net ppl get far enough away good one make worth,1
thats fastest shower life somebody kept turning water going cold,0
yet end july going week though,0
daughter took nap afternoon shes still banned nap,0
oh abby winter one favorite natural model,0
np,1
damn work suck,0
excited u found job suck,0
night went worse terribly worse done get,0
full fizz enough cider,0
ugh woke sean marshal trying sneak apparently cat like sens much,1
oh come gimmie hint atleast,0
would love much full free day,0
im feeling awesome,1
good morning folk around twitter world twitter world bigger real world well think,1
press quotrquot refreshes page much better twitterberry use standard like pc,1
theatre type grounded though arent,1
well celtic semi hoping see make,0
im going schoolor riding sheep,0
awwww parkway,0
chingwen trying hide doesnt want play kana,0
little foster kitten getting bigchubba winston going b missed get amazing home,0
sweating fever even though know safe myth dont,0
taco bell heart burnnot looking going work got home pout,0
ended upp goin tournament got sick last night amp asthma triggeredd,0
mail easier twitter im work,1
want listen watch arlington rap miss nova sad face,0
oh poo need buy lint remover ace hardware kasi,0
yep im definitely love love admiring beauty packed ive done look ass,1
hotel waz great much fun friend,1
installed heavy as air conditioner basement arm hurt,0
ahh big scary bug flying around room,0
josh chew like cave man maybe ocd fuck,1
hahayeah guess haha,1
headache need qo take mother fuckinq hike ampnever come back dude boothanqs tryna kick he lovely think im qonna eheh,1
saw repliesthanks guy nice know im sober one fri,1
ok im getting worried got asked id weatherspoons id move,0
broken cause shes moving stuff hurt somehow,0
luckyim making novelbut anyway dont know write uu,0
yeaah agree britt,1
trying upload picture small enough,1
goodmorning love,1
audio book awesome read instead watching sure,1
spent lunch hr w mom dad lil bro always nice see themeven,1
im seeing part nano oh well thought worth looking,0
awesome cant wait,1
took sleep aid medicine minute take complete advantage saying,1
realized said go taking smart id said quotwe headingquot,1
digsby good,1
omg dance like super fast n make head spin n forgot step,0
wtf http streaming still want flash iphone sunny wooooo need skittle taste rainbow,0
heard plant twitter little acorntree quotyusufquot would cough could he really ill,0
rt douche native language mean quotshowerquot,1
ok true starting stop pimping,1
dangit world awake,0
mm muffin mountain dew life,1
oh good morning havent even slept lolz,1
toobb im happy wont believed ppl said bout,1
whyre people getting annoyed cz wan na sell xbox,0
nice junk food drawer hiring,1
giant jet bleed green blue,1
whats old saying size lying p id cope hunny id cope,1
yeah thats nonissue coming call people quotbooquot quothoneyquot daily,1
let ignore last tweet,1
good one jenson whoop whoop wha say best driver english course australian fave boy accept,1
seen video already im still waiting answer,0
dont give youll get,1
keeping kardashians going shower school tomorrow,0
hope u alotta fun seeing green day theyre awesome band,1
aye well wan na see killos stuff told make sure went along,1
hated conan jay leno,0
vote picture please,1
much looking forward seeing action go ahead let know need anything,1
tryed get erlie get london ticket seems solded tho haha im relly angery xd,0
ugh want krispy kreme donut right today complex day im unsure certain fate,0
restaraunt shut ahahha unlucky fast food,0
might go yoyo thursday marcus nasty lil silva ease pain,0
haha even though didnt go,0
youre inspiration hope justice lt,1
agree diversity character good thing got ta love hate sure,1
finished treasury lot color back work,1
boooo im sorry woke shop online asap get money card,1
he yummy bought dampg sunglass,1
damm people follow back,0
tiredamp diet pepsi far away ok fine reach requires movingamp dont want,0
send fresh dm without response t twitter would real twitter mad,0
want hair nice dont want fail philosophy want nice peopleee,0
leaving tafe going home yet,0
dont know,0
outside eating rhubarbpie icream,1
cupcake sprinkle,1
sad new tweet,0
want mark love sharon start,0
yaaaaayyy got crumpler bag take pic post,1
essentially ive thing come preventing tomorrow night suffers,0
really want next train long island,0
im good lot goin,0
thing really demand lot time anyways got ta get breakfast watch narutos latest episode,1
think therefore thinking something like,1
long time tweet heading bham wfriends see bon iver,0
im one ghetto ghettoest store ever cant wait get home ltkiss sas sassylt,0
thanks love,1
completely agree dad football would soccer wasnt much tv,1
cleaning instead im lazyim gon na get bitchd get home,0
bummed thunder storm promised u passed u minute,0
fun party last night ily bff omfg mimi im worried xoxo b,1
took ring,0
im hopefully going swimming tonight wahay,1
wierdness one persistent overnight headache fun,0
multi andor new medium,1
tomorrow begin examination maturity im fear sleep tonight,0
chillin massive wkend sunny coast awesome sad leave,0
workeatcome home,1
finished two class hw till wdtd rehearshal,0
working,0
good sign,1
think need somebody love hold def im lil scared,0
checkin tropic thunder eatin corn popsoh yeah good nite,1
cuz twittering rain driving hahah kidding,1
worst part home hang michael phelps calender,0
excellent shame wont run ancient powerbook ill use window instead,0
awesome weekend,1
missing tourmaline actually,0
excited birthday,1
mean yarn life get better also got see dear pal craig cubistliterature,1
good luck,1
true mom trying quit bought pack today give,1
meeting week nice honest busy,0
power back ready leave stuck another hour,0
farrah fawcett star quotcharlies angelsquot died cancer,0
lovely day taking nipper splash park walk around fun fair good day picnic,1
feeling hot right,0
much material tweet last night twitter overload sorry bout,1
whats goodie mr cannon,1
woah send one phone,1
sitting garden lunch reading book nice weather,1
feel strangely ill reason right head hurt probably anxiety,0
black coffee pm wasnt bright idea,1
everything fine,1
,1
finished paper thesis geocaching time deadline hate journal dont support endnote ref done em hand,0
thankyou used bit blog mine hope dont mind,1
sure youve already got response byline best imo syncing google reader,1
sorry missed last night twitter problem stupid maintenance,1
followme pls come u never reply bak tat sad im big fan short stack,0
thankyou august th tell xx,1
sighi must tidy roomso annoying,0
many new face yesterdaywill lookout next time,1
rugby compition wuz fix came rd talk dissapointment btw back france today,1
touch nose tongue also type faster wpm cracker tonight useless info night,1
lol cool cool sound like prefer anonymous angle time lol dont punk,1
thank u well,1
made cookiebut eated,0
oh cool got mine work may bring,1
would enough open bar icing cake hit town show,0
wow trailer showed nothing,0
thanks effort put opengrill far really appreciate,1
good morning early monday morning wheres coffee anyone,1
theresa computer dying quit,0
yay didnt reply text last night didnt say didnt want go,0
going ask getting lobotomy freakin,1
sometimes sister drive nut like ow arm,0
well come home annapolis saturday,0
im scaring right funny,1
atalie eating donut shop post prom reall wasnt anything talk,1
boringg text pleasee,1
bout go job called back,1
didnt read blog thank,1
pot kettle black internet version dot cotton,1
miss partner crime sad day boo hoo stefy,0
fuck final gsh im donde wan na go cancunmx plz,1
making less never make,1
really hope find black box air france,0
read im excited,1
thanks recommending u,1
sitting back hectic wkend least sun xx,1
measured excited lost inch waist yeah ab beginning become toned yeah,1
thats cool like,1
wahoo finished building flower bed got build leg stone bench,0
erdo,1
wow heard air france flight upsetting hope least find know sort closure bummer,0
havent signed twitter working bathroon going shopping little later horrible headace,0
sr bike trail closed,0
vote love song wish could watch person future,1
cold night freezingugg boot drenched better buy new one,0
ive heard thing old bos never made use good,0
getting ready go pe,0
one block black white one,1
chilling feeling really nice,1
woke gunna go shoppin liverpool today reckon nandoooooosssssssss,1
tell,1
got shopping bug money spend aww shuck,0
ooh thats interesting one love see come,1
wish seeing mcfly either tonight tomorrow arrrh well least ive seen week already aha,0
going swim lap offset n hoping wake still wondering didnt invite old navy,0
nice relaxing nightand nice big glass wine two,1
emma england u talked phone today please follow like u said u would luv ya mandy,1
hire dude local would free,1
wish normal sleep habit night,1
hour store lol miss living near providence though way better mallsclubs im jealous youre ca need move,1
